date,title,abstract
2017-10-20,"GE CEO signals 'sweeping change' ahead, $20 bln in asset sales","NEW YORK, Oct 20 General Electric Co Chief Executive John Flannery said Friday investors can expect ""sweeping change"" from his review of the businesses, and that the industrial conglomerate will focus on profit, cash generation and accountability of employees."
2017-10-20,BRIEF-GE reports quarterly ‍industrial operating + verticals EPS of $0.29​,* Quarterly ‍industrial operating + verticals EPS (non-GAAP) of $0.29​
2017-10-20,GE's quarterly revenue rises 14.4 percent,"Oct 20 General Electric Co on Friday reported a 14.4 percent rise in revenue, aided by the acquisition of oilfield services provider Baker Hughes, but profit fell in the quarter."
2017-10-20,BRIEF-General Electric Co results press release,Please click on the link below for General Electric Co's quarterly earnings press release: Source text:
2017-10-23,US STOCKS-Wall St stalls as industrials lag,"* Dow up 0.01 pct, S&P; 500 down 0.12 pct, Nasdaq down 0.22 pct (Updates to mid-afternoon, changes byline)"
2017-10-23,Tensions ease over Pratt engine supplies to Airbus: sources,"PARIS Airbus  is more confident in the ability of Pratt & Whitney  to speed up delayed engine shipments, two people familiar with the matter said on Monday, in a sign that supply-chain gridlock affecting European aircraft deliveries may soon reach its peak."
2017-10-23,US STOCKS-Losses in GE keep Wall St in check,"* Indexes: Dow up 0.07 pct, S&P; down 0.05 pct, Nasdaq off 0.14 pct (Updates to early afternoon)"
2017-10-23,Breakingviews - GE has become the ultimate industrial lightweight,"NEW YORK (Reuters Breakingviews) - General Electric’s quarterly earnings, so bad that even new Chief Executive John Flannery called them “horrible,” have put fresh pressure on a stock that’s down more than 25 pct this year. The performance threatens to add insult to injury. The last surviving original member of the Dow Jones Industrial Average risks being excluded from the benchmark."
2017-10-23,"US STOCKS-Wall St pares gains as GE, tech stocks drag","* Indexes: Dow up 0.1 pct, S&P; down 0.01 pct, Nasdaq off 0.2 pct (Changes comment, updates prices)"
2017-10-23,BRIEF-Sue Siegel named chief innovation officer for GE,"* General Electric Co - ‍announced that Sue Siegel, CEO of GE Ventures, has been named chief innovation officer for GE, effective immediately​ Source text for Eikon: Further company coverage:"
2017-10-23,Arconic names former GE exec Blankenship as CEO,"Oct 23 U.S. specialty metals maker Arconic Inc said on Monday it appointed former General Electric Co executive Charles ""Chip"" Blankenship as its as chief executive and a member of the company's board, effective Jan. 15."
2017-10-23,"RPT-GRAPHIC-For GE and its shareholders, a lost decade and a half","NEW YORK, Oct 20 It has been a rough 16 years for General Electric Co and its shareholders."
2017-10-25,UPDATE 2-Argentina's YPF to invest $21.5 bln from 2018 to 2022,"BUENOS AIRES/NEW YORK, Oct 25 Argentina's state-controlled energy company YPF plans to invest $21.5 billion in the country from 2018 to 2022 and increase oil production by 26 percent as it considers reshuffling its generation, distribution and refinery assets."
2017-10-25,"GE, Microsoft to announce deeper industrial internet partnership","SAN FRANCISCO, Oct 25 General Electric Co and Microsoft Corp are due to announce a deeper partnership involving GE's Predix industrial internet platform and Microsoft's Azure cloud platform, a senior GE executive said."
2017-10-26,"UPDATE 1-GE explores divesting its transportation, healthcare IT businesses-sources","Oct 26 General Electric Co is exploring divesting its transportation and healthcare information technology businesses, as it seeks to reshape its portfolio under new Chief Executive John Flannery, people familiar with the matter said."
2017-10-26,"GE explores divesting its transportation, healthcare IT businesses-sources","Oct 26 General Electric Co is exploring divesting its transportation and healthcare information technology businesses, as it seeks to reshape its portfolio under new Chief Executive John Flannery, people familiar with the matter said."
2017-10-26,GE's CEO sees more partnerships ahead for digital business,"SAN FRANCISCO General Electric Co  will use more alliances to build its digital-industrial business in coming years, Chief Executive Officer John Flannery said on Wednesday, suggesting the industrial conglomerate will curb spending in that area."
2017-10-26,"GE, Microsoft to announce deeper industrial internet partnership","SAN FRANCISCO General Electric Co  and Microsoft Corp  are due to announce a deeper partnership involving GE's Predix industrial internet platform and Microsoft's Azure cloud platform, a senior GE executive said."
2017-10-27,"Apple, GE release app-making tools for industrial internet","SAN FRANCISCO, Oct 26 Apple Inc and General Electric Co released app-making tools on Thursday tailored to GE's Predix platform for connecting power plants, jet engines and other industrial equipment to the internet."
2017-11-02,Shareholder sues GE after 'unacceptable' results hurt stock,"NEW YORK, Nov 2 Two weeks after General Electric Co's new chief executive vowed to shed $20 billion of assets, a shareholder has sued the company for failing to divulge its problems sooner and posting quarterly results that were ""unacceptable, to say the least."""
2017-11-07,Exclusive: General Electric explores options for aircraft leasing unit - sources,"SINGAPORE/NEW YORK General Electric Co  is weighing options for its aircraft leasing operations, including the sale of all or part of the  business, as Chief Executive John Flannery searches for new divestitures, according to people familiar with the matter."
2017-11-09,General Electric wins $643 mln U.S. defense contract -Pentagon,"WASHINGTON, Nov 9 General Electric Co has been awarded a $643 million contract to provide F110-GE-129 aircraft engines and related equipment and services to Qatar, Saudi Arabia and Bahrain, the Pentagon said on Thursday."
2017-11-09,General Electric signs $3.5 billion deals in China,"BEIJING General Electric Co  signed three aviation and engine deals with Chinese partners worth a total of $3.5 billion on the sidelines of a state visit to Beijing by U.S. President Donald Trump, who has been looking to stir up U.S.-China trade."
2017-11-09,UPDATE 1-General Electric signs $3.5 bln deals in China,"* Chinese state TV says Boeing signs $37 bln in deals in China (Updates with details of GE deals, Boeing signing)"
2017-11-10,UPDATE 2-GE cutting staff ahead of new CEO's Monday overhaul -sources,"NEW YORK, Nov 10 General Electric Co is laying off sales staff and other employees in its software division, according to people familiar with the matter, ahead of new Chief Executive John Flannery's expected announcement on Monday of a plan to slash costs and jettison units in an effort to improve the company's profits."
2017-11-10,GE cutting staff ahead of new CEO's Monday overhaul -sources,"NEW YORK, Nov 10 General Electric Co is laying off sales staff and other employees in its software division, according to people familiar with the matter, ahead of new Chief Executive John Flannery's expected announcement on Monday of a plan to slash costs and jettison units in an effort to improve the company's profits."
2017-11-10,"General Electric, China's Silk Road Fund to launch energy investment platform","SHANGHAI General Electric Co and a Chinese state fund set up for the Belt and Road trade initiative plan to jointly establish an energy infrastructure investment platform, China's government said."
2017-11-10,"REFILE-General Electric, China's Silk Road Fund to launch energy investment platform","SHANGHAI, Nov 10 General Electric Co and a Chinese state fund set up for the Belt and Road trade initiative plan to jointly establish an energy infrastructure investment platform, China's government said."
2017-11-12,Membership revoked? Veteran GE's spot in exclusive Dow may be shaky,"NEW YORK, Nov 12 It is hard to imagine the Dow Jones Industrial Average without General Electric Co. The U.S. industrial conglomerate's stock is the lone original component of the venerable blue-chip index that debuted in 1896."
2017-11-13,"UPDATE 12-Shrinking GE rattles investors, shares hit 5-year low",* Shares drop 7 pct to more than 5-year low (Adds investor comment)
2017-11-13,BRIEF-GE to cut 25 pct of corporate staff at Boston headquarters - CFO,* General Electric Co plans to cut 25 percent of corporate staff at its Boston headquarters - CFO Jamie Miller‍​ Further company coverage:
2017-11-13,"BRIEF-GE says to focus on Aviation, Power, Healthcare","* GE says to focus on Aviation, Power, Healthcare - GE investor update Further company coverage:"
2017-11-13,"General Electric to focus to power, healthcare and aviation, cuts outlook","General Electric Co said on Monday it will narrow its focus to power, healthcare and aviation business, and set an earnings target between $1.00 and $1.07 per share for next year, a drop from its earlier forecast, the company said on Monday."
2017-11-13,"General Electric to focus to power, healthcare and aviation, cuts outlook","Nov 13 General Electric Co said on Monday it will narrow its focus to power, healthcare and aviation business, and set an earnings target between $1.00 and $1.07 per share for next year, a drop from its earlier forecast, the company said on Monday."
2017-11-13,GE slashes quarterly dividend,General Electric Co  said on Monday it would halve its quarterly dividend to 12 cents per share.
2017-11-13,GE slashes quarterly dividend,Nov 13 General Electric Co said on Monday it would halve it quarterly dividend to 12 cents per share.
2017-11-13,BRIEF-GE to reduce quarterly dividend in conjunction with revised capital allocation framework,* GE plans to reduce quarterly dividend in conjunction with revised capital allocation framework
2017-11-13,RPT-Membership revoked? Veteran GE's spot in exclusive Dow may be shaky,"NEW YORK, Nov 12 It is hard to imagine the Dow Jones Industrial Average without General Electric Co. The U.S. industrial conglomerate's stock is the lone original component of the venerable blue-chip index that debuted in 1896."
2017-11-14,"US STOCKS-GE, energy shares drag Wall St lower; bond proxies rise","* Dow down 0.13 pct, S&P; 500 down 0.23 pct, Nasdaq down 0.29 pct (Updates to close, changes comment; adds byline)"
2017-11-14,GE tumbles for a second day after announcing major overhaul,General Electric Co's  shares slumped for a second straight day on Tuesday as investors wondered if a massive overhaul by new Chief Executive John Flannery to save billions and make the conglomerate smaller was enough to revive the 125-year-old Dow component.
2017-11-14,UPDATE 1-GE tumbles for a second day after announcing major overhaul,Nov 14 General Electric Co's shares slumped for a second straight day on Tuesday as investors wondered if a massive overhaul by new Chief Executive John Flannery to save billions and make the conglomerate smaller was enough to revive the 125-year-old Dow component.
2017-11-14,GE stock deflates for a second day after announcing major overhaul,Nov 14 General Electric Co's shares drifted lower for a second straight day on Tuesday after investors wondered if a massive overhaul by new Chief Executive John Flannery to save billions and make the conglomerate smaller was enough to revive the 125-year old Dow component.
2017-11-14,"CORRECTED-BRIEF-GE expects 25 pct reduction of corporate staff worldwide this year, largely completed - CFO (Nov. 13)","* General Electric Co expects 25 percent reduction of corporate staff worldwide this year, largely completed - CFO Jamie Miller​ Further company coverage:"
2017-11-14,Breakingviews - GE's shaman exorcises ghosts of false expectations,"NEW YORK (Reuters Breakingviews) - It doesn’t take much imagination at work to grasp the religious undertones in General Electric  boss John Flannery's plan for the $178 billion conglomerate. He says he is ""looking for the soul of the company again."" Now, some 100 days into the job, Flannery has categorically exorcised the ghosts of false expectations past by halving its dividend, reducing earnings guidance and questioning entire swaths of the company's portfolio of industrial assets"
2017-11-14,"GE says plans new wind farms in Finland, Sweden","HELSINKI General Electric's  power generation unit is planning to build new wind farms in Finland and Sweden, a company executive said on Tuesday."
2017-11-14,"GE says plans new wind farms in Finland, Sweden","HELSINKI, Nov 13 General Electric's power generation unit is planning to build new wind farms in Finland and Sweden, a company executive said on Tuesday."
2017-11-14,"Shrinking GE rattles investors, shares hit 5-year low","General Electric Co's  new Chief Executive John Flannery on Monday outlined steps that will turn the biggest U.S. industrial conglomerate into a smaller, more focused company, surprising some investors who sold the company's shares to a five-year low. | Video"
2017-11-17,GE shares rise after CEO Flannery buys stock,"Nov 17 Shares of General Electric Co opened higher on Friday after Chief Executive John Flannery disclosed that he bought 60,000 shares of the industrial conglomerate's stock."
2017-11-17,"BRIEF-General Electric CEO John Flannery reports open market purchase of 60,000 shares of co's common stock on Nov 15 at $18.27 per share","* General Electric Co CEO John L. Flannery reports open market purchase of 60,000 shares of co's common stock on November 15 at $18.27per share - SEC Filing Source text: [http://bit.ly/2j1qEbq] Further company coverage:"
2017-11-28,"Fitch cuts GE rating, outlook negative","Nov 28 Fitch Ratings on Tuesday downgraded General Electric Co and its finance arm, GE Capital, citing deterioration in the industrial conglomerate's operating and financial performance."
2017-11-28,Fitch Downgrades GE to 'A+/F1'; Outlook Negative,"(The following statement was released by the rating agency) CHICAGO, November 28 (Fitch) Fitch Ratings has downgraded the Long- and Short-Term Issuer Default Ratings (IDRs) for General Electric Company (GE) and GE Capital Global Holdings, LLC (GE Capital) to 'A+' and 'F1' from 'AA-' and 'F1+'. The Rating Outlook is Negative. A full list of ratings follows at the end of this release. KEY RATING DRIVERS GE Industrial The downgrade of GE's ratings considers the deterioration in the company's operat"
2017-12-01,General Electric lays off workers at power business in New York,"NEW YORK, Dec 1 General Electric Co said on Friday it was laying off workers at its power division in Schenectady, New York, as it tries to reduce costs after a steep profit drop at the division."
2017-12-05,Japan Airlines invests $10 mln in supersonic jet company Boom,"Dec 5 Denver-based startup Boom Supersonic said on Tuesday Japan's No.2 carrier Japan Airlines Co Ltd has invested $10 million in the company, which is building a supersonic passenger aircraft it claims will be faster, quieter and more affordable to fly than Concorde."
2017-12-06,"UPDATE 2-General Electric to cut 4,500 jobs in Europe -source","Dec 6 General Electric Co plans to cut as many as 4,500 jobs in Europe as the U.S. industrial conglomerate shrinks its troubled power generation business, a labor union source said on Tuesday."
2017-12-06,BRIEF-GE Renewable Energy Selected For The Supply Of Two Hydropower Plants In Brazil,* GE RENEWABLE ENERGY SELECTED FOR THE SUPPLY OF TWO HYDROPOWER PLANTS IN BRAZIL
2017-12-07,"UPDATE 3-General Electric to cut 12,000 jobs in power business revamp","ZURICH/LAS VEGAS, Dec 7 General Electric Co said Thursday it is axing 12,000 jobs at its global power business, the struggling industrial conglomerate's latest effort to shrink itself into a more focused company."
2017-12-07,General Electric says France to be spared power business job cuts,"ZURICH General Electric's  decision to ax 12,000 jobs from its struggling power business will not hit its French operations, a senior GE executive told Reuters on Thursday."
2017-12-07,General Electric says France to be spared power business job cuts,"ZURICH, Dec 7 General Electric's decision to axe 12,000 jobs from its struggling power business will not hit its French operations, a senior GE executive told Reuters on Thursday."
2017-12-07,Qatar flexes financial muscle with 12 billion euros of French deals,"DOHA Qatar will buy fighter jets and armored vehicles as part of 12 billion euros worth of commercial contracts it agreed with France on Thursday, bolstering its military capability and its international ties as it faces a boycott by other Arab states. | Video"
2017-12-07,"CORRECTED-UPDATE 1-General Electric to cut 12,000 jobs in power business revamp","ZURICH, Dec 7 General Electric Co is axing 12,000 jobs at its global power business, the struggling industrial conglomerate's latest effort to shrink itself into a more focused company."
2017-12-07,"GE to cut 1,100 power business jobs in Britain","LONDON General Electric Co  plans to cut around 1,100 jobs or 6 percent of its workforce across its power business in Britain following a significant deterioration in its markets, it said on Thursday."
2017-12-07,US STOCKS-Futures sluggish; eyes on tax bill talks and General Electric,"* Futures: Dow down 13 pts, S&P; up 1.5 pts, Nasdaq up 15.75 pts"
2017-12-07,"GE to cut 1,100 power business jobs in Britain","LONDON, Dec 7 General Electric Co plans to cut around 1,100 jobs or 6 percent of its workforce across its power business in Britain following a significant deterioration in its markets, it said on Thursday."
2017-12-07,"BRIEF-GE Power's Planned 12,000 Headcount Reduction To Affect Employees Primarily Outside The U.S.","* GE SAYS GE POWER'S PLANNED 12,000 HEADCOUNT REDUCTION TO AFFECT EMPLOYEES PRIMARILY OUTSIDE THE U.S."
2017-12-14,Argentina's YPF to sell 25 pct of electricity unit to GE -source,"BUENOS AIRES, Dec 14 Argentina's state-owned oil company YPF SA will sell a 25 percent stake in its electricity generation unit to U.S. industrial conglomerate General Electric Co, a source close to the deal told Reuters on Thursday."
2017-12-14,"Tata Group, GE partner to make LEAP engine components in India","Steel-to-software conglomerate Tata Group and General Electric Co (GE) entered into a partnership in November to manufacture components for engine-maker CFM International in India, the two companies said in a statement on Thursday."
2017-12-14,"Tata Group, GE partner to make LEAP engine components in India","Dec 14 Steel-to-software conglomerate Tata Group and General Electric Co (GE) entered into a partnership in November to manufacture components for engine-maker CFM International in India, the two companies said in a statement on Thursday."
2017-12-14,"BRIEF-Tata Group, GE Partner To Manufacture Leap Engine Components In India",* GE AND TATA GROUP ENTER INTO STRATEGIC PARTNERSHIP TO MANUFACTURE LEAP ENGINE COMPONENTS IN INDIA
2017-12-22,UPDATE 1-Canada's CN Rail to buy 200 GE locomotives for future growth,"TORONTO, Dec 22 Canadian National Railway Co will buy 200 locomotives in the next three years from General Electric Co, Canada's biggest railway operator said on Friday, to support expected growth and drive efficiencies."
2017-12-22,Canada's CN Rail to buy 200 General Electric locomotives,"Dec 22 Canadian National Railway Co said on Friday it will buy 200 locomotives in the next three years from General Electric Co, betting on higher demand for crude oil transportation."
2017-12-22,BRIEF-CN To Purchase 200 New Locomotives From GE Transportation Over The Next Three Years,* CN TO PURCHASE 200 NEW LOCOMOTIVES FROM GE TRANSPORTATION OVER THE NEXT THREE YEARS
2017-12-22,BRIEF-General Electric Names Alec Burger President Of GE Capital,* GENERAL ELECTRIC CO SAYS ALEC BURGER NAMED PRESIDENT OF GE CAPITAL; RICHARD LAXER TO RETIRE
2017-12-27,GE raises stake in Sweden's Arcam by buying shares from hedge funds,General Electric Co  said on Wednesday it would raise its stake in Swedish 3D printer maker Arcam AB  to around 95 percent from 77 percent after buying shares from hedge funds Elliott and Polygon.
2017-12-27,UPDATE 2-GE raises stake in Sweden's Arcam by buying shares from hedge funds,Dec 27 General Electric Co said on Wednesday it would raise its stake in Swedish 3D printer maker Arcam AB to around 95 percent from 77 percent after buying shares from hedge funds Elliott and Polygon.
2017-12-27,GE to keep Rochester plant open,"U.S. industrial conglomerate General Electric Co said on Wednesday it would keep its plant running in Rochester, New York, retaining all employees at the facility for now."
2017-12-27,BRIEF-General Electric Says Will Be Keeping Manufacturing And Assembly Operations For Industrial Communications Product Line In Rochester,* GENERAL ELECTRIC SAYS WILL BE KEEPING MANUFACTURING AND ASSEMBLY OPERATIONS FOR INDUSTRIAL COMMUNICATIONS PRODUCT LINE IN ROCHESTER Further company coverage:
2017-12-27,GE to increase stake in Sweden's Arcam to more than 90 pct,Dec 27 General Electric Co said on Wednesday it will increase its stake in Swedish 3D printer maker Arcam AB to more than 90 percent from 77 percent.
2017-12-27,BRIEF-Ge To Increase Its Ownership Of Arcam To More Than 90 Percent,* GE TO INCREASE ITS OWNERSHIP OF ARCAM TO MORE THAN 90 PERCENT
2017-12-28,"INSIGHT-In Pakistan, questions raised over GE's flagship power turbines",* Pakistan ordered record-setting GE turbines to ease shortfall
2017-12-28,"CORRECTED-INSIGHT-In Pakistan, questions raised over GE's flagship power turbines",* Pakistan ordered record-setting GE turbines to ease shortfall
2018-01-16,"Wall St. eases as oil prices, General Electric fall","NEW YORK Wall Street paused its rally on Tuesday, weighed down by weakness in General Electric shares and as lower oil prices dragged down the energy sector. | Video"
2018-01-16,BRIEF-GE Enters 3 Unsecured Revolving Credit Facilities,"* GE- ENTERED THREE UNSECURED REVOLVING CREDIT FACILITIES WITH INITIAL PRINCIPAL COMMITMENT AMOUNTS OF UP TO $5 BILLION, $4 BILLION AND $4 BILLION EACH -SEC FILING"
2018-01-16,"US STOCKS-Wall St eases as oil prices, General Electric fall",* GE slides after saying it would take $6.2 bln 4th-quarter charge
2018-01-16,"US STOCKS SNAPSHOT-Wall Street indexes fall with oil prices, General Electric","NEW YORK, Jan 16 Wall Street paused its rally on Tuesday, weighed down by weakness in General Electric shares and as lower oil prices dragged down the energy sector."
2018-01-16,UPDATE 2-Siemens' Healthineers in pre-IPO cost-cutting drive,"* Sees adj 2018 profit margin of 17-18 pct, vs 18.1 in fiscal 2017"
2018-01-16,BRIEF-GE CEO Says Examining Options For Company's Businesses - Conf Call‍​,* GE EXPECTS 2017 EPS TO BE AT THE LOW END OF ITS GUIDANCE - CONF CALL‍​
2018-01-16,"BRIEF-GE- Review For GE Capital’S Run-Off Insurance Portfolio, Nalh, Will Result In An After-Tax GAAP Charge Of $6.2 Bln For Q4 2017","* GE- REVIEW FOR GE CAPITAL’S RUN-OFF INSURANCE PORTFOLIO, NALH, WILL RESULT IN AN AFTER-TAX GAAP CHARGE OF $6.2 BILLION FOR Q4 2017"
2018-01-16,GE to take $6.2 bln charge in its finance arm in fourth quarter,Jan 16 U.S. industrial conglomerate General Electric Co said on Tuesday it would record an after-tax charge of $6.2 billion for the fourth quarter related to its finance arm's run-off insurance portfolio.
2018-01-17,GE's 2018 gains wiped out as worries about turnaround plan persist,"Jan 17 Shares of General Electric Co continued its slide on Wednesday and wiped out all its gains in 2018, a day after the U.S. industrial conglomerate announced more than $11 billion in charges and hinted about a potential breakup."
2018-01-17,BRIEF-Xiangxue Pharmaceutical Signs Letter Of Intent With General Electric's Shanghai Affiliate,* SAYS IT SIGNS LETTER OF INTENT WITH GENERAL ELECTRIC'S SHANGHAI AFFILIATE ON MEDICAL-RELATED COOPERATION Source text in Chinese: http://bit.ly/2mEzBt4 Further company coverage: (Reporting by Hong Kong newsroom)
2018-01-17,GE appoints new CEO for Europe,"Industrial conglomerate General Electric  has appointed Peter Stracar chief executive and president of its European region, the company said in a statement."
2018-01-17,GE appoints new CEO for Europe,"Jan 17 Industrial conglomerate General Electric has appointed Peter Stracar chief executive and president of its European region, the company said in a statement."
2018-01-17,BRIEF-GE announces appointment of Peter Stracar as CEO of European region,* GE SAYS APPOINTMENT OF PETER STRACAR AS PRESIDENT & CEO OF GE’S EUROPEAN REGION
2018-01-19,General Electric shares drop for fifth straight session,"NEW YORK, Jan 19 General Electric shares tumbled for a fifth straight session on Friday, flirting with their biggest weekly percentage drop since the financial crisis, after the company flagged a possible breakup and more than $11 billion in charges earlier in the week."
2018-01-22,"Pakistan's PM says confident GE will fix ""technical"" issues with gas turbines","ISLAMABAD, Jan 22 Prime Minister Shahid Khaqan Abbasi said on Monday that some of General Electric's flagship new gas turbines in Pakistan were still suffering from technical issues such as ""vibration"" but he was confident the American company will fix the problems."
2018-01-22,GECAS CEO says believes GE views aircraft finance unit as a 'keeper',"DUBLIN, Jan 22 General Electric Co is unlikely to divest its aircraft finance unit GECAS as it likes its stable returns and global footprint, the unit's chief executive Alec Burger said on Monday."
2018-01-24,"GLOBAL MARKETS-Dollar extends rout, at 3-yr low after Mnuchin remarks; gold jumps",* U.S. Treasury prices fall after Mnuchin endorses weak dollar
2018-01-24,UPDATE 6-SEC investigating GE charge; company posts $10 bln loss,"NEW YORK, Jan 24 U.S. securities regulators are probing a massive insurance charge recently announced by General Electric Co, the latest blow to the nation's largest industrial conglomerate as it struggles to reverse steep declines in some of its units and is looking to sell off $20 billion of assets."
2018-01-24,GE's Baker Hughes adjusted profit beats on higher North America demand,General Electric's oilfield services company Baker Hughes  reported fourth-quarter revenue on Wednesday that beat analyst estimates and profit that modestly exceeded forecasts as growing U.S. oil production spurred demand for its products.
2018-01-24,UPDATE 3-GE's Baker Hughes adjusted profit beats on higher N.America demand,Jan 24 General Electric's oilfield services company Baker Hughes reported fourth-quarter revenue on Wednesday that beat analyst estimates and profit that modestly exceeded forecasts as growing U.S. oil production spurred demand for its products.
2018-01-24,"GE CEO says company will continue, but will 'look different'","NEW YORK General Electric Co  intends to make further changes to its portfolio but will remain a company, its chief executive said on Wednesday."
2018-01-24,UPDATE 1-General Electric says US securities regulator probing insurance charge,Jan 24 General Electric Co's chief financial officer said on Wednesday the U.S. Securities and Exchange Commission is investigating a recent insurance charge made by the company.
2018-01-24,General Electric says US regulators are investigating insurance charge,Jan 24 General Electric Co's chief financial officer said on Wednesday the U.S. Securities and Exchange Commission is investigating a recent insurance charge.
2018-01-24,"GE CEO says company will continue, but will ""look different""","NEW YORK, Jan 24 General Electric Co intends to make further changes to its portfolio but will remain a company, its chief executive said on Wednesday."
2018-02-05,"BRIEF-GE Says Co, Arenko Group Announce Strategic Alliance To Build Grid Scale Energy Storage Systems In UK","* GE SAYS CO, ARENKO GROUP ANNOUNCE STRATEGIC ALLIANCE TO BUILD GRID SCALE ENERGY STORAGE SYSTEMS IN THE UK"
2018-02-07,BRIEF-GE Aviation And AirAsia Sign Agreement For Digital Solutions Across Airline Fleet,* GE AVIATION AND AIRASIA SIGN AGREEMENT FOR DIGITAL SOLUTIONS ACROSS AIRLINE FLEET
2018-02-07,Argentina's YPF says to sell stake in electricity subsidiary to GE,"BUENOS AIRES, Feb 7 Argentina's state-owned oil company YPF SA said on Wednesday it has reached a deal to sell a 24.99 percent stake in its electricity generation unit to U.S. industrial conglomerate General Electric Co."
2018-02-14,CORRECTED-GE's chief communications officer Deirdre Latour to leave company,"Feb 14 General Electric Co said on Wednesday that its chief communications officer and senior adviser, Deirdre Latour, would be leaving the company in mid-March to pursue other opportunities."
2018-02-14,BRIEF-GE Says Chief Communications Officer Deirdre Latour To Leave,"* GE SAYS CHIEF COMMUNICATIONS OFFICER AND SENIOR ADVISOR, DEIRDRE LATOUR, TO LEAVE CO‍​"
2018-02-15,GE moves to sell part of overseas lighting business,U.S. industrial conglomerate General Electric  has reached a deal to sell parts of its overseas lighting business to a company controlled by former executive Joerg Bauer for an undisclosed amount.
2018-02-15,UPDATE 1-GE moves to sell part of overseas lighting business,Feb 15 U.S. industrial conglomerate General Electric has reached a deal to sell parts of its overseas lighting business to a company controlled by former executive Joerg Bauer for an undisclosed amount.
2018-02-15,GE moves to sell part of overseas lighting business - WSJ,"Feb 15 General Electric has reached a deal to sell parts of its overseas lighting business to a company controlled by Joerg Bauer, the former president of GE Hungary, for an undisclosed amount, the Wall Street Journal reported on Thursday."
2018-02-15,BRIEF-GE Reached Deal To Sell Parts Of Overseas Lighting Business To Ex-Executive- WSJ,* GENERAL ELECTRIC REACHED DEAL TO SELL PARTS OF ITS OVERSEAS LIGHTING BUSINESS TO FORMER EXECUTIVE FOR AN UNDISCLOSED AMOUNT- WSJ
2018-02-16,"UPDATE 2-GE faces shareholder lawsuit over insurance shortfall, SEC probe","NEW YORK, Feb 16 General Electric Co was sued on Friday by a shareholder who accused the conglomerate of concealing mounting insurance liabilities and a U.S. Securities and Exchange Commission probe, saying it cost shareholders tens of billions of dollars."
2018-02-16,"Shareholders sue GE over SEC investigation, insurance charges","NEW YORK, Feb 16 Shareholders filed a proposed class-action lawsuit against General Electric Co on Friday, alleging the industrial conglomerate made misleading statements and failed to disclose information about an accounting investigation and about insurance policies that cost the company billions of dollars."
2018-02-21,"UPDATE 2-General Electric affirms commitment to Baker Hughes, shares rise","HOUSTON, Feb 21 Shares of General Electric Co's Baker Hughes rose on Wednesday after the parent company said it would not shed its holdings in the oilfield services business before the expiration of a two-year lockup period, reversing an earlier stance that had cast uncertainty around the stock."
2018-02-21,"BRIEF-GE Says Has Come Up With List Of Assets, As Part Of $20 Bln Divestiture Target - Citi Conf","* GE CFO JAMIE MILLER SAYS POWER BUSINESS FEELS ABOUT THE SAME AS CO EXPECTED FOR 2018, MAYBE A LITTLE WORSE, VERSUS CO'S NOVEMBER GUIDANCE - CITI CONF‍​"
2018-02-21,"General Electric affirms commitment to Baker Hughes, shares jump","HOUSTON, Feb 21 General Electric Co on Wednesday said it had no plans to exit its investment in oilfield services firm Baker Hughes, A GE Company, before a two-year lockup period."
2018-02-21,"GE CFO says no plans for an equity raise; ""not discussed""","NEW YORK, Feb 21 General Electric Co Chief Financial Officer Jamie Miller said on Wednesday that the industrial conglomerate has no plans to raise equity to strengthen its balance sheet, dismissing speculation about such a move."
2018-02-21,General Electric digital executive jumps to analytics firm Uptake,"NEW YORK U.S. analytic software firm Uptake Technologies is set to announce it has hired one of General Electric Co's  top digital executives as it pursues a potential trillion-dollar market for systems that analyze data from industrial equipment, according to people familiar with the matter."
2018-02-21,General Electric digital exec jumps to analytics firm Uptake,"NEW YORK, Feb 21 U.S. analytic software firm Uptake Technologies is set to announce it has hired one of General Electric Co's top digital executives as it pursues a potential trillion-dollar market for systems that analyze data from industrial equipment, according to people familiar with the matter."
2018-02-22,"UPDATE 1-GE eyes $4 bln in asset sales, has no plans to sell stock -CFO","NEW YORK, Feb 21 General Electric Co has ""line of sight"" on the first $4 billion in asset sales under its plans for $20 billion in disposals, the company's chief financial officer said on Wednesday, while dismissing talk about selling shares to raise capital."
2018-02-23,"BRIEF-GE Says Believes DOJ Is ""Likely To Assert"" That WMC & GE Capital Violated FIRREA","* GE SAYS BELIEVES DOJ IS ""LIKELY TO ASSERT"" THAT WMC & GE CAPITAL VIOLATED FIRREA RELATING TO SUBPRIME MORTGAGE LOANS IN 2006 & 2007"
2018-02-23,General Electric's workforce grew 6 percent last year - SEC filing,"NEW YORK, Feb 23 General Electric Co added 18,000 thousand employees to its worldwide workforce last year, a 6.1 percent increase that comes as the company is trying to cut costs to shore up its profits, according to a regulatory filing on Friday."
2018-02-23,"How General Electric gambled on fossil fuel power, and lost"," (This story corrects paragraph 35 to read ""advance class"" instead of ""H-Class"" in Feb 23 story.)"
2018-02-23,"CORRECTED-RPT-FOCUS-How General Electric gambled on fossil fuel power, and lost","NEW YORK, Feb 22 Last March, executives at General Electric Co's power-plant business gave Wall Street a surprisingly bullish forecast for the year. Despite flat demand for new natural gas power plants, they said, GE Power's revenue and profit would rise."
